,tweet,Label
371,          يأرب افوز احسابي جااهز  ,🥺
372,              موهات فر هستش؟ خوشبحالت بخدا ,🥺
373,             بالعكس مش خرا يابيبي قعد خيالي  ,🥺
374,كلل الي ارسلو بكفه و رسالتها هي بكفه لحالها  ,🥺
375,             يا هوى روح وقلو  ,🥺
376,القم ياطحلبي تلقم من شباب رايح جاي بدوري والكاس وعادي شيء طبيعي هذا مستواك وبس قدام الاتحاد تقلب ليفربول ؟ القم وصياحك يطربني طربب ونرجع نقول صداره وضغط مبروووك ياشعب الاتحاد الفوز المستحق   صداره ضغط      :   .             ,🥺
377,             هيوااا  ,🥺
378,مشمعقول الحلاوه دي مش معقول انا هتجنن   ,🥺
379,            الضحكة يلي الله لايحرمنا منها                                 :   .             ,🥺
380,                عشان جذي ما احبها  ,🥺
381,اكثر شخص حزنت ع خروجه    البزنس  ,🥺
382,فرحه سعود     الميركه  ,🥺
383,         مو من قلبك  ,🥺
384,   لما الله يسند ظهرك بأولاد اخوانك      :   .             ,🥺
385,        اخ  ,🥺
386,كأنها الليله الأخيرة  ,🥺
387,شخصيتي ف انستي غير سناب وغير تويتر  ,🥺
388,بدي اصحى بكرا الاقيكم     ممكن؟ ,🥺
389,اهخخخ ياميسي قريبه  ,🥺
390, أشعر و كأنني أواجه أمور ا أكبر من طاقتي منذ فترة.  ,🥺
391,                                 ما تتدخلش بيناتنا ايواااا ،وأنت زعلني ماشي ماشي  ,🥺
392,ما أصعب أن يواسي الإنسان ن ف س ه    ,🥺
393,             كل القصايد  ,🥺
394,        بعد عمري وقلبي أنت     .,🥺
395,نيمار يبي ميسي يسجل   ,🥺
396,              وديني م كنت اعرف فكم بقا نا بحبك      ,🥺
397,           خيلى  ,🥺
398,هو انا لية مش فاهمة الاغنية  ,🥺
399,        مسسساء الشوق انا اكثر ي قلبي   ,🥺
400,                     لامستحيل  ,🥺
401,                       ترا خمساتكم منتفه ومشخمطه من الهلال محليا وعربيا واسيويا بليلة الركزه والخلط     ,😂
402,                   ياحليلهم,😂
403,  اسرع جمع,😂
404,                     كل مكان ثالث هي  ,😂
405,                   باقي لك وجهه تتكلم وانت لاقم  قبل اسبوع  ,😂
406,            ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه حول ع السومه  ,😂
407,                      اخرطى   يذكرنى ب ابومنشار حفظة الله بالثلاجة ,😂
408,              يحذفوني ببلونه   ,😂
409,              نطي بسرعه علميني ,😂
410,               ال فلوسه اهي  ,😂
411,               وامشي إطلع برة فاهم فاهم     ,😂
412,           تعرفي اني كنت اقول لوحده من البنات افنان صارت صديقتي الخفية من كثر ما اسمع لها في كل مكان حتى النادي وقلتلها جربي واسمعي لها وكلميني بعد اول برودكاست المهم انك صرتي صديقتها كمان   الله يبارك لك في وقتك و جهدك و يسعدك على كل لحظة كنتي تزرعي فيها شعور لطيف وحلو وخفيف عالقلب,😂
413,                      عندك سلف,😂
414,            ماشاءلله علي الايفون مش عليك     مبارك ياحبي,😂
415,        ياخي انتم اذا انهزمتوا صحتنو واذا فاز الاتحاد صحتو واذا فاز الهلال صحتو ا عطونا الحل معكم ركز في فريق ومو شغلك في الفرق الثانيه ركز في فريقك ومو شغلك في الفرق الثانيه ،،، بطل استثنائي نصر      موسم واختفى,😂
416,           خوينا مسجل أكثر من برونو   ,😂
417,        ي سلام  ,😂
418,                 واضح داخل بس يبي ينرفز هاني,😂
419,               ايوة غشان المصرى طول عمرو معروف بقوتو وبجباروتو   ,😂
420,                          شوفيي بعد نفس حركات اليد والاسلوب والله صدمه لو ما اتفق  ,😂
421,                          يا حزمي والله انك كتله غباء تخطى على الارض   ,😂
422,                            حنا عندنا بعد الرحاب والرابية واشبيليا ماعدا ق   لكم      ,😂
423,                 بفكر اعمل واحد تانى عملولى حظر    ساعه من يومين وانهارده قالى انسان الآلى   ,😂
424,             شخصيات امتاعات فترة معينه بس سواء ديث نوت او اتاك ، لكن شخصيات ون بيس وناروتو صالحات في كل زمان ومكان  ,😂
425,                                        صحوة متأخرة     فازلك ع فالنسيا و أتلتيكو اللي قاعد يتهان من الدوري كله هذا الموسم و فرحان انه فايز ع نابولي و يقولك صحوة    .. ي رجل من اسبوعين يس اسبانيول مسخركوا و ع اخر لحظة بتخسروا لا يغرك بس ال  مبارايات    خذ انت فتيات القوة    ,😂
426,           الكبير خسر  ,😂
427,دة انت دكر اوى  ,😂
428,                  تم بصورها لك ,😂
429,                                                           اسف ما كنت اعرف انهم عيدخلو    ,😂
430,               إسم الله عليكى و عـ الكفتة  ,😂
431,زي ما في مصاصين طاقة.. في ناس بتبقى إيجابية  توكسيك  غير إيجابي الكورونا        :   .                   :   .             ,😂
432,          ياعفو الله    . ابدعتي روز,😂
433,               م علي ه النفسيه مضروبة اليوم  ,😂
434,                                     ايوا صح مساكين انتوا كل الدنيا متأمرة عليكم في حياتي ما شفت لكم هزيمة تقولون اللاعبين و المدرب لازم الحكم بعدين اللاعبين      انتوا لازم يجيبون لكم حكام من المريخ اذا عندهم دوري هناك,😂
435,              الحماس مشكلة ,😂
436,          فين عابد وحاتم حراس الاستراحه   ,😂
437,          اذا الحرب على مسكتك السلاح والتصوير   من جبنها,😂
438,              ز     ,😂
439,            ضحكتت          ,😂
440,كل سنة وانا طيبة و بالف خير يا رب    سنة                  تسلميلي      :   .             ,😂
441,                     والله العظيم الشخص دا مشفنيش ف الحقيقة ولا يعرفني اصلا  ,😂
442,                       : براحة على قلبي المكسور اللي مشكلته أنه فيك مسحور,😂
443,تخيلو الجيران مشتكين علي عشاني اعطي قطاوة الشارع اكل ؟   ,😂
444,                حونين وليس حنون   ,😂
445,                 شلون الانزال المظلي الروسي في كييف خلال ساعه يتم اغتصاب كييف,😂
446,         شوااااااااااااااااااااااااااااااي كلناكم رايح جاي وي وي وي  ,😂
447,        وردة ورطة ,😂
448,               اجمد كداا لالا متعيطش ,😂
449,                                    بس ضحكتيني   ,😂
450,             الهلال يلحق يجلد مين ولامين    ,😂
451,  المشكلة توها صغيرة بثالث ثانوي    سنة وانا    وهالشيء موترني فارق العمر مدري اذا بيصير فجوة بالتواصل بيننا بسبب هذا   كسوالف بالواتس ما حسيت كأنها قاصر. المهم بحاول انها تنبسط بوقتها نجرب الالعاب وناكل بمطعم حلو.,😂
452,                               اه هاد المهم ,😂
453,                لأ... أوكرانيا    ,😂
454,                اشوى انك مو رئيس النادي,😂
455,ماشاءالله وش هالمبدأ  أين المساواة؟؟   لا ماعندي       :   .             ,😂
456,                 خضورى ازاى يعنى هوا أنا مدعو على حفلة واللا إيه.  ,😂
457,            شمس تبي تطلع معك قست ممكن   ,😂
458,                              والله ضحكو الله علينة      ,😂
459,        اوكي ربنا يخليكم لبعض يارب وتفضلو صحاب دايما وافضل انا وهو صحاب دايما برضو حلو كدا؟    ,😂
